,link,name
0,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcaiGOfJYyN.jpg,1
1,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcamWwFpMdb.jpg,1
2,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_Ccb45yRPkvd.jpg,1
3,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcbmYTAP3-N.jpg,1
4,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_Ccb_-EoPw--.jpg,1
5,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_Ccc6ZnHLHqY.jpg,1
6,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CccGoIOL7A0.jpg,1
7,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CccIQuWPrJO.jpg,1
8,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CccR1MwBRau.jpg,1
9,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CccvBOxrfAH.jpg,1
10,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcdCTc3PM-U.jpg,1
11,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcdDNKQJkyX.jpg,1
12,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CceaP-MB_3B.jpg,1
13,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CceQwfgvKYC.jpg,1
14,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CceT0AXBGhW.jpg,1
15,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CceZIZdPOpK.jpg,1
16,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcPticXvk9P.jpg,1
17,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcVfboOpL6n.jpg,1
18,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcX02xIL0oT.jpg,1
19,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcX5T2uB3up.jpg,1
20,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcZgAKnFFmN.jpg,1
21,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcZiKPPr7cp.jpg,1
22,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/덕수궁_CcZ_UfyB2Hg.jpg,1
23,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_B1TJEHZBw1s.jpg,3
24,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca-KirBP9oE.jpg,3
25,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca1sIwSpvCH.jpg,3
26,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca1sOOmJh9M.jpg,3
27,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca2I5WxPIwO.jpg,3
28,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca3e6m_PRQu.jpg,3
29,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca3rzGcJK1Y.jpg,3
30,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca3WxL_PiJS.jpg,3
31,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca4FpatJ98g.jpg,3
32,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca4ZE3RvaMm.jpg,3
33,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca5ohypP638.jpg,3
34,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca9Bre9Jkp1.jpg,3
35,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Ca9xgvJvlOS.jpg,3
36,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaCCYyqPvIV.jpg,3
37,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CagbCU-JltY.jpg,3
38,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cah6dKsvttT.jpg,3
39,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaiwTD_pDOn.jpg,3
40,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaiZYqtBSFx.jpg,3
41,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Caj1rhNliu7.jpg,3
42,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Caja7xVlF-b.jpg,3
43,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cajb0TJF7NR.jpg,3
44,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CajIrBUJNb1.jpg,3
45,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CajjkaDF2zp.jpg,3
46,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cajllz-L9Ce.jpg,3
47,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CajqjorFQYw.jpg,3
48,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CajQL68L2y1.jpg,3
49,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cajv04cPO2c.jpg,3
50,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CajWF7SvpXM.jpg,3
51,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CajYXKNB18Y.jpg,3
52,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cajz6IOvOr9.jpg,3
53,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaK67Qov-pL.jpg,3
54,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CakA5R4pC3H.jpg,3
55,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cakf2OzB9ws.jpg,3
56,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CakIzIoJhKA.jpg,3
57,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaPv3qOvdXi.jpg,3
58,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CarAyKGP8Dq.jpg,3
59,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CatPRQ0F8Ah.jpg,3
60,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CawNi9tvmLo.jpg,3
61,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaXHWoaF9Hs.jpg,3
62,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaYwT-cFkwA.jpg,3
63,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_CaZdigrF4_T.jpg,3
64,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cb1oAGnubx0.jpg,3
65,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cb1PWp5vziO.jpg,3
66,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cb28MYjPIlU.jpg,3
67,https://photomarble.s3.ap-northeast-2.amazonaws.com/similarity/background/독립문_Cb4_wxTr-kp.jpg,3
